BISWEB_Number of Buildings,BISWEB_Year Built,BISWEB_Number of stories,BISWEB_Total Area,BISWEB_Total Units,BISWEB_Residential Area,BISWEB_Residential Units,BISWEB_Commercial Area,BISWEB_Commercial Units,BISWEB_Building Style,BISWEB_Building Frontage,BISWEB_Building Depth,BISWEB_Construction Type,BISWEB_External Wall,BISWEB_Exterior Condition,BISWEB_Proximity,BISWEB_Basements
1,1964,21,"194,800",203,"194,800",203,-,0,HighRise Apt,160,94,Reinfor Conc,-,-,Freestanding,-
